"Institution Name","City","State","movingAverage_cases","UGDS"
"","Garland, TX","Highways",1.82509481974497,6409.53
"","Houston, TX","Highways",3.75191359290949,5898.59
"","Lubbock, TX","Highways",1.79467658965912,7027.45
"","San Antonio, TX","Highways",2.20498283927823,7062.64
"","Provo, UT","Highways",3.09766664642459,4775.53
"","Salt Lake City, UT","Highways",4.33273374305336,7204.92
"","Chesapeake, VA","Highways",5.64421207055372,4689.76
"","Norfolk, VA","Highways",2.33405642639138,6366.17
"","Richmond, VA","Highways",3.4061489845913,6898.7
"","Virginia Beach, VA","Highways",5.08983677929135,4740.82
"","Burlington, VT","Highways",3.64170271369663,7522.58
"","Rutland, VT","Highways",5.43947211104742,5704.23
"","Seattle, WA","Highways",6.96870397798076,9533.48
"","Spokane, WA","Highways",5.00689229718261,5738.29
"","Tacoma, WA","Highways",3.6954890028252,9765.69
"","Madison, WI","Highways",5.78056810351428,4832.57
"","Milwaukee, WI","Highways",4.34227486633463,6555.55
"","Charleston, WV","Highways",2.76866755669748,5954.85
"","Huntington, WV","Highways",1.56326017539137,4049.23
"","Casper, WY","Highways",5.71298679104094,6026.97
"","Cheyenne, WY","Highways",3.38968268631607,8714.09
"","Anchorage, AK","Air Transportation",0.656300633528345,6103.91
"","Fairbanks, AK","Air Transportation",0,5001.33
"","Birmingham, AL","Air Transportation",0.428964933201467,6683.53
"","Mobile, AL","Air Transportation",1.5013931442358,4683.65
"","Montgomery, AL","Air Transportation",0.0526486536589887,5394.25
"","Ft. Smith, AR","Air Transportation",0.998255186447619,4688.18
"","Little Rock, AR","Air Transportation",4.31140208311314,5014.61
"","Mesa, AZ","Air Transportation",0.201514439205627,4381.82
"","Phoenix, AZ","Air Transportation",5.21787258673393,4733.73
"","Tucson, AZ","Air Transportation",2.37471984546614,4037.95
"","Anaheim, CA","Air Transportation",0.528363384282338,7400.21
"","Bakersfield, CA","Air Transportation",0.317342682590809,6314.94
"","Fremont, CA","Air Transportation",0,7471.08
"","Fresno, CA","Air Transportation",0.422992641991408,7269.63
"","Huntington Beach, CA","Air Transportation",0.742004474799365,5269.51
"","Long Beach, CA","Air Transportation",1.06215282593207,9445.91
"","Los Angeles, CA","Air Transportation",4.53073691639934,10031.26
"","Modesto, CA","Air Transportation",0.066277474404596,7317.72
"","Oakland, CA","Air Transportation",3.85183328001937,11566.7
"","Riverside, CA","Air Transportation",0.137358622906742,8212.08
"","Sacramento, CA","Air Transportation",1.34063191952902,7862.71
"","San Diego, CA","Air Transportation",3.4457819027552,6857.95
"","San Francisco, CA","Air Transportation",7.11017677845566,17828.53
"","San Jose, CA","Air Transportation",1.26299524483499,7856.72
"","Santa Ana, CA","Air Transportation",0.641085549669374,6099.03
"","Stockton, CA","Air Transportation",0.0912699147754541,5938.43
"","Aurora, CO","Air Transportation",0.0955819881053526,5272.96
"","Colorado Springs, CO","Air Transportation",0.578845850663999,5137.81
"","Denver, CO","Air Transportation",10.5235924272519,9701.63
"","Bridgeport, CT","Air Transportation",0.150706867950099,6257.18
"","Hartford, CT","Air Transportation",0,8455.72
"","New Haven, CT","Air Transportation",0.0418969435241708,7995.81
"","Washington, DC","Air Transportation",0.360205630124578,21251.75
"","Dover, DE","Air Transportation",0.0747497203481051,5685.64
"","Wilmington, DE","Air Transportation",0.0591691567557255,7757.42
"","Ft. Lauderdale, FL","Air Transportation",3.66959813606091,7824.29
"","Hialeah, FL","Air Transportation",3.51402018268119,6017.04
"","Jacksonville, FL","Air Transportation",1.50790211154642,5791.49
"","Miami, FL","Air Transportation",3.1221621238499,6772.23
"","Orlando, FL","Air Transportation",3.24876646334356,7721.7
"","St. Petersburg, FL","Air Transportation",3.51382411630287,5246.99
"","Tallahassee, FL","Air Transportation",2.48323893008239,6306.28
"","Tampa, FL","Air Transportation",2.31562918054251,7026.6
"","Atlanta, GA","Air Transportation",16.6737890897071,8470.9
"","Columbus, GA","Air Transportation",0.852058549958388,4085.4
"","Cedar Rapids, IA","Air Transportation",4.16695451205497,4776.87
"","Des Moines, IA","Air Transportation",2.95468520251303,5610.75
"","Boise, ID","Air Transportation",4.69561937096242,3181.05
"","Nampa, ID","Air Transportation",0.178556632695335,2413.8
"","Aurora, IL","Air Transportation",0.155250223132912,4772.94
"","Chicago, IL","Air Transportation",5.25507490470703,9024.8
"","Ft. Wayne, IN","Air Transportation",3.71340583399759,2847.79
"","Gary, IN","Air Transportation",5.6988609599957,4097.31
"","Indianapolis, IN","Air Transportation",2.05936268258753,5520.64
"","Kansas City, KS","Air Transportation",0,7614.7
"","Topeka, KS","Air Transportation",0.926855173913407,4782.84
"","Wichita, KS","Air Transportation",2.47725886072439,4326.96
"","Lexington, KY","Air Transportation",2.37229547014508,3627.71
"","Louisville, KY","Air Transportation",1.62927519957034,4096.3
"","Baton Rouge, LA","Air Transportation",1.21630841555769,4411.71
"","New Orleans, LA","Air Transportation",11.0299625468165,5393.4
"","Shreveport, LA","Air Transportation",1.35729548622477,5438.02
"","Boston, MA","Air Transportation",0,7001.54
"","Springfield, MA","Air Transportation",0,5639.63
"","Worcester, MA","Air Transportation",0,5144.99
"","Baltimore, MD","Air Transportation",0,7341.62
"","Frederick, MD","Air Transportation",1.17695495841682,7286.6
"","Lewiston, ME","Air Transportation",0,4565.94
"","Portland, ME","Air Transportation",5.86093637305484,5781.67
"","Detroit, MI","Air Transportation",1.55723930029626,6926.36
"","Flint, MI","Air Transportation",0.325741887785197,8697.07
"","Grand Rapids, MI","Air Transportation",0.564340592169998,5030.65
"","Warren, MI","Air Transportation",2.2654173312068,4514.4
"","Minneapolis, MN","Air Transportation",1.36497333681384,8581.12
"","St. Paul, MN","Air Transportation",1.64531535327996,7119
"","Kansas City, MO","Air Transportation",4.28120720201942,6564.27
"","St. Louis, MO","Air Transportation",5.69229054548928,6280.6
"","Gulfport, MS","Air Transportation",0.615348923533779,10776
"","Jackson, MS","Air Transportation",2.73029589400124,3647.59
"","Billings, MT","Air Transportation",3.2789715941013,3880.18
"","Missoula, MT","Air Transportation",2.87454311427753,3876.79
"","Charlotte, NC","Air Transportation",4.42493593795168,8163.96
"","Durham, NC","Air Transportation",0.00232488453073497,3871.16
"","Greensboro, NC","Air Transportation",1.47957884993636,4321.5
"","Raleigh, NC","Air Transportation",1.10494677188708,4531.44
"","Bismarck, ND","Air Transportation",3.31024682683546,5080.89
"","Fargo, ND","Air Transportation",1.5417031959831,6022.56
"","Lincoln, NE","Air Transportation",1.1435566489583,4207.05
"","Omaha, NE","Air Transportation",0.94736525419569,6315.41
"","Manchester, NH","Air Transportation",7.30470512790062,4210.3
"","Nashua, NH","Air Transportation",0.300539580848891,3739.94
"","Albuquerque, NM","Air Transportation",1.70008532423208,3750.4
"","Las Cruces, NM","Air Transportation",1.07026382734512,3624.34
"","Las Vegas, NV","Air Transportation",2.17344566114844,5534.99
"","Reno, NV","Air Transportation",1.99506026051944,5113.63
"","Buffalo, NY","Air Transportation",0,8041.21
"","New York, NY","Air Transportation",0.695702396891654,15617.31
"","Rochester, NY","Air Transportation",0.364317450934407,9338.01
"","Syracuse, NY","Air Transportation",1.47762752355443,7978.33
"","Yonkers, NY","Air Transportation",1.69139477331604,10360.68
"","Akron, OH","Air Transportation",0.547038645916804,5690.64
"","Cincinnati, OH","Air Transportation",0.0782919968629392,7433.71
"","Cleveland, OH","Air Transportation",3.26329319797487,9149.04
"","Columbus, OH","Air Transportation",1.02055107047178,6640.53
"","Dayton, OH","Air Transportation",4.58999954419071,5923.53
"","Toledo, OH","Air Transportation",0.561649753948935,5693.94
"","Oklahoma, OK","Air Transportation",3.31399807727621,3703.08
"","Tulsa, OK","Air Transportation",2.38121316495343,4291.09
"","Eugene, OR","Air Transportation",1.71713581814543,5796.28
"","Portland, OR","Air Transportation",1.65657532748834,6768.18
"","Salem, OR","Air Transportation",0.157658934951511,4408.25
"","Philadelphia, PA","Air Transportation",2.99982379361558,8342.49
"","Pittsburgh, PA","Air Transportation",0.690010422032416,8347.7
"","Providence, RI","Air Transportation",0,5871.57
"","Warwick, RI","Air Transportation",0,4889.3
"","Charleston, SC","Air Transportation",1.34090190854505,4999.62
"","Columbia, SC","Air Transportation",0.760006046456944,5953.9
"","Rapid City, SD","Air Transportation",2.04752128424618,3448.56
"","Sioux Falls, SD","Air Transportation",0.953607391702359,4216.62
"","Chattanooga, TN","Air Transportation",1.34522809333111,11319.27
"","Knoxville, TN","Air Transportation",1.0111305325224,8398.52
"","Memphis, TN","Air Transportation",0.74820907402494,7538
"","Nashville, TN","Air Transportation",1.5666104599965,7199.62
"","Arlington, TX","Air Transportation",0.05939008960157,4647.24
"","Austin, TX","Air Transportation",2.00724176213597,7647.31
"","Corpus Christi, TX","Air Transportation",0.899117586873635,4789.14
"","Dallas, TX","Air Transportation",11.6184371166058,6667.42
"","El Paso, TX","Air Transportation",1.82090082562342,5122.19
"","Ft. Worth, TX","Air Transportation",0.682920799728068,5177.76
"","Garland, TX","Air Transportation",0,6409.53
"","Houston, TX","Air Transportation",2.66555227605241,5898.59
"","Lubbock, TX","Air Transportation",1.82455940632804,7027.45
"","San Antonio, TX","Air Transportation",1.40329961600761,7062.64
"","Provo, UT","Air Transportation",0.259447642460627,4775.53
"","Salt Lake City, UT","Air Transportation",26.9987730606308,7204.92
"","Chesapeake, VA","Air Transportation",0.476570229606632,4689.76
"","Norfolk, VA","Air Transportation",3.06259493541643,6366.17
"","Richmond, VA","Air Transportation",0.55271282995347,6898.7
"","Virginia Beach, VA","Air Transportation",0.209457435633498,4740.82
"","Burlington, VT","Air Transportation",7.61401008696484,7522.58
"","Rutland, VT","Air Transportation",0,5704.23
"","Seattle, WA","Air Transportation",1.28074952693036,9533.48
"","Spokane, WA","Air Transportation",1.29149973249871,5738.29
"","Tacoma, WA","Air Transportation",1.17789935990186,9765.69
"","Madison, WI","Air Transportation",0.931388474455621,4832.57
"","Milwaukee, WI","Air Transportation",1.58140811983739,6555.55
"","Charleston, WV","Air Transportation",0.485318689807468,5954.85
"","Huntington, WV","Air Transportation",0.300797929482889,4049.23
"","Casper, WY","Air Transportation",0,6026.97
"","Cheyenne, WY","Air Transportation",0.630014149498112,8714.09
"","Anchorage, AK","Parking",0,6103.91
"","Fairbanks, AK","Parking",0,5001.33
"","Birmingham, AL","Parking",0.392008414714978,6683.53
"","Mobile, AL","Parking",0.751123589508183,4683.65
"","Montgomery, AL","Parking",0.0680354080734115,5394.25
"","Ft. Smith, AR","Parking",0.0403141517603846,4688.18
"","Little Rock, AR","Parking",0.134806096585776,5014.61
"","Mesa, AZ","Parking",0,4381.82
"","Phoenix, AZ","Parking",0.0223924896434735,4733.73
"","Tucson, AZ","Parking",0.289008036256021,4037.95
"","Anaheim, CA","Parking",0.0389178144944535,7400.21
"","Bakersfield, CA","Parking",0.00443392969687756,6314.94
"","Fremont, CA","Parking",0.0214159130942247,7471.08
"","Fresno, CA","Parking",0.105782550143542,7269.63
"","Huntington Beach, CA","Parking",0.262832787109238,5269.51
"","Long Beach, CA","Parking",0.0335594982378617,9445.91
"","Los Angeles, CA","Parking",0.122716388569332,10031.26
"","Modesto, CA","Parking",0.0773464959030955,7317.72
"","Oakland, CA","Parking",0.184235780300345,11566.7
"","Riverside, CA","Parking",0.149048718473274,8212.08
"","Sacramento, CA","Parking",0.492323893415883,7862.71
"","San Diego, CA","Parking",0.0326628219803294,6857.95
"","San Francisco, CA","Parking",1.15017895474276,17828.53
"","San Jose, CA","Parking",0.127534136382613,7856.72
"","Santa Ana, CA","Parking",0.358909531515667,6099.03
"","Stockton, CA","Parking",0.262864090340376,5938.43
"","Aurora, CO","Parking",0.000948234008981673,5272.96
"","Colorado Springs, CO","Parking",0.117365180884462,5137.81
"","Denver, CO","Parking",0.282323691998149,9701.63
"","Bridgeport, CT","Parking",0,6257.18
"","Hartford, CT","Parking",0.0437573618804785,8455.72
"","New Haven, CT","Parking",2.23804717720906,7995.81
"","Washington, DC","Parking",0.202571552930935,21251.75
"","Dover, DE","Parking",0,5685.64
"","Wilmington, DE","Parking",1.25531426685676,7757.42
"","Ft. Lauderdale, FL","Parking",1.16547316114306,7824.29
"","Hialeah, FL","Parking",0.0270897318282744,6017.04
"","Jacksonville, FL","Parking",0.0650955108270929,5791.49
"","Miami, FL","Parking",1.16076979074839,6772.23
"","Orlando, FL","Parking",0.646619267777821,7721.7
"","St. Petersburg, FL","Parking",0.416429228948407,5246.99
"","Tallahassee, FL","Parking",0,6306.28
"","Tampa, FL","Parking",0.585489425895881,7026.6
"","Atlanta, GA","Parking",0,8470.9
"","Columbus, GA","Parking",0,4085.4
"","Cedar Rapids, IA","Parking",0.164961575257438,4776.87
"","Des Moines, IA","Parking",0.69741121953393,5610.75
"","Boise, ID","Parking",0,3181.05
"","Nampa, ID","Parking",0,2413.8
"","Aurora, IL","Parking",0.412324479251782,4772.94
"","Chicago, IL","Parking",0.030471589398103,9024.8
"","Ft. Wayne, IN","Parking",0.0674207016669066,2847.79
"","Gary, IN","Parking",0,4097.31
"","Indianapolis, IN","Parking",0,5520.64
"","Kansas City, KS","Parking",0.038740856501241,7614.7
"","Topeka, KS","Parking",0.411680089653846,4782.84
"","Wichita, KS","Parking",0.0600883761347459,4326.96
"","Lexington, KY","Parking",0,3627.71
"","Louisville, KY","Parking",0.862973903278568,4096.3
"","Baton Rouge, LA","Parking",0.035360438469437,4411.71
"","New Orleans, LA","Parking",0,5393.4
"","Shreveport, LA","Parking",0.0785212264758129,5438.02
"","Boston, MA","Parking",0.0475609651590936,7001.54
"","Springfield, MA","Parking",0,5639.63
"","Worcester, MA","Parking",0.197668022678373,5144.99
"","Baltimore, MD","Parking",0.556008074512165,7341.62
"","Frederick, MD","Parking",0.719951692147229,7286.6
"","Lewiston, ME","Parking",0,4565.94
"","Portland, ME","Parking",0.628711081746277,5781.67
"","Detroit, MI","Parking",0.0986087930745731,6926.36
"","Flint, MI","Parking",0.0111531814737607,8697.07
"","Grand Rapids, MI","Parking",1.54850764811704,5030.65
"","Warren, MI","Parking",0.019050150629098,4514.4
"","Minneapolis, MN","Parking",1.22384956742243,8581.12
"","St. Paul, MN","Parking",0.313246242449782,7119
"","Kansas City, MO","Parking",0.128574845336953,6564.27
"","St. Louis, MO","Parking",0.495016399707034,6280.6
"","Gulfport, MS","Parking",0,10776
"","Jackson, MS","Parking",0.00932122305412615,3647.59
"","Billings, MT","Parking",0.423176244401033,3880.18
"","Missoula, MT","Parking",0.686392608317706,3876.79
"","Charlotte, NC","Parking",0.00906422863414324,8163.96
"","Durham, NC","Parking",0.265036836503787,3871.16
"","Greensboro, NC","Parking",0.375795441397663,4321.5
"","Raleigh, NC","Parking",0.452394823720495,4531.44
"","Bismarck, ND","Parking",0.344231030390345,5080.89
"","Fargo, ND","Parking",0.248233309423235,6022.56
"","Lincoln, NE","Parking",0.524357923010185,4207.05
"","Omaha, NE","Parking",0.0653955958520508,6315.41
"","Manchester, NH","Parking",0.491888939030473,4210.3
"","Nashua, NH","Parking",0,3739.94
"","Albuquerque, NM","Parking",0.19731228668942,3750.4
"","Las Cruces, NM","Parking",0,3624.34
"","Las Vegas, NV","Parking",0.234327433292562,5534.99
"","Reno, NV","Parking",0.0610134092611315,5113.63
"","Buffalo, NY","Parking",0.141272271212914,8041.21
"","New York, NY","Parking",0.032848166553651,15617.31
"","Rochester, NY","Parking",0.827585320641122,9338.01
"","Syracuse, NY","Parking",0,7978.33
"","Yonkers, NY","Parking",0,10360.68
"","Akron, OH","Parking",0.398373469416445,5690.64
"","Cincinnati, OH","Parking",0.573872265665462,7433.71
"","Cleveland, OH","Parking",0.220897493070311,9149.04
"","Columbus, OH","Parking",0.0820717623442707,6640.53
"","Dayton, OH","Parking",0.0408540177900677,5923.53
"","Toledo, OH","Parking",0.0103618935218847,5693.94
"","Oklahoma, OK","Parking",0.179040150361321,3703.08
"","Tulsa, OK","Parking",0.235604473455462,4291.09
"","Eugene, OR","Parking",0.525164415797719,5796.28
"","Portland, OR","Parking",0.195473524640302,6768.18
"","Salem, OR","Parking",0.345034877785969,4408.25
"","Philadelphia, PA","Parking",1.16511976640068,8342.49
"","Pittsburgh, PA","Parking",1.55036716700408,8347.7
"","Providence, RI","Parking",0,5871.57
"","Warwick, RI","Parking",0,4889.3
"","Charleston, SC","Parking",1.86294158356035,4999.62
"","Columbia, SC","Parking",0.476830312904147,5953.9
"","Rapid City, SD","Parking",0.152527431739625,3448.56
"","Sioux Falls, SD","Parking",0.289094108551399,4216.62
"","Chattanooga, TN","Parking",0.107427422439786,11319.27
"","Knoxville, TN","Parking",0.0921590946976372,8398.52
"","Memphis, TN","Parking",0.037941098434598,7538
"","Nashville, TN","Parking",0.0711148643956209,7199.62
"","Arlington, TX","Parking",0.00753135194222808,4647.24
"","Austin, TX","Parking",0.00326912339110092,7647.31
"","Corpus Christi, TX","Parking",0.0146164029449964,4789.14
"","Dallas, TX","Parking",0.0013498474672362,6667.42
"","El Paso, TX","Parking",0.00390457987696669,5122.19
"","Ft. Worth, TX","Parking",0.0894209078829455,5177.76
"","Garland, TX","Parking",0,6409.53
"","Houston, TX","Parking",0.0827316358655204,5898.59
"","Lubbock, TX","Parking",0,7027.45
"","San Antonio, TX","Parking",0.128139052818776,7062.64
"","Provo, UT","Parking",0,4775.53
"","Salt Lake City, UT","Parking",0.00013879404629059,7204.92
"","Chesapeake, VA","Parking",0,4689.76
"","Norfolk, VA","Parking",0.955833727343128,6366.17
"","Richmond, VA","Parking",0.418629596880572,6898.7
"","Virginia Beach, VA","Parking",0.439797334638312,4740.82
"","Burlington, VT","Parking",1.74780460958873,7522.58
"","Rutland, VT","Parking",0.300303459011996,5704.23
"","Seattle, WA","Parking",0.177689574006554,9533.48
"","Spokane, WA","Parking",0.00784205747705327,5738.29
"","Tacoma, WA","Parking",0.182475585442503,9765.69
"","Madison, WI","Parking",0.78405486107806,4832.57
"","Milwaukee, WI","Parking",0.626034428842736,6555.55
"","Charleston, WV","Parking",0.773655087869552,5954.85
"","Huntington, WV","Parking",0.466014526218565,4049.23
"","Casper, WY","Parking",0.00447986301574423,6026.97
"","Cheyenne, WY","Parking",0.117166565872053,8714.09
"","Anchorage, AK","Seaports",1.59700913021326,6103.91
"","Fairbanks, AK","Seaports",0,5001.33
"","Birmingham, AL","Seaports",0,6683.53
"","Mobile, AL","Seaports",0,4683.65
"","Montgomery, AL","Seaports",0,5394.25
"","Ft. Smith, AR","Seaports",0,4688.18
"","Little Rock, AR","Seaports",0.269013941263628,5014.61
"","Mesa, AZ","Seaports",0,4381.82
"","Phoenix, AZ","Seaports",0,4733.73
"","Tucson, AZ","Seaports",0,4037.95
"","Anaheim, CA","Seaports",0.0264857348642809,7400.21
"","Bakersfield, CA","Seaports",0,6314.94
"","Fremont, CA","Seaports",0.0238252033173249,7471.08
"","Fresno, CA","Seaports",0,7269.63
"","Huntington Beach, CA","Seaports",0.0371951092226791,5269.51
"","Long Beach, CA","Seaports",11.3323120800431,9445.91
"","Los Angeles, CA","Seaports",0.827712570504603,10031.26
"","Modesto, CA","Seaports",0,7317.72
"","Oakland, CA","Seaports",1.84425981481321,11566.7
"","Riverside, CA","Seaports",0,8212.08
"","Sacramento, CA","Seaports",0.0275986269365143,7862.71
"","San Diego, CA","Seaports",1.03354500980614,6857.95
"","San Francisco, CA","Seaports",0.551812179691764,17828.53
"","San Jose, CA","Seaports",0,7856.72
"","Santa Ana, CA","Seaports",0.032136257732787,6099.03
"","Stockton, CA","Seaports",1.62635578764084,5938.43
"","Aurora, CO","Seaports",0,5272.96
"","Colorado Springs, CO","Seaports",0,5137.81
"","Denver, CO","Seaports",0,9701.63
"","Bridgeport, CT","Seaports",0,6257.18
"","Hartford, CT","Seaports",0,8455.72
"","New Haven, CT","Seaports",0.00975510923846364,7995.81
"","Washington, DC","Seaports",0,21251.75
"","Dover, DE","Seaports",0,5685.64
"","Wilmington, DE","Seaports",0,7757.42
"","Ft. Lauderdale, FL","Seaports",0.628683241546517,7824.29
"","Hialeah, FL","Seaports",0.633367901825482,6017.04
"","Jacksonville, FL","Seaports",0.585859597443836,5791.49
"","Miami, FL","Seaports",0.562739304483161,6772.23
"","Orlando, FL","Seaports",0,7721.7
"","St. Petersburg, FL","Seaports",0.24699875547695,5246.99
"","Tallahassee, FL","Seaports",0.000951432540261454,6306.28
"","Tampa, FL","Seaports",0.927475592747559,7026.6
"","Atlanta, GA","Seaports",0,8470.9
"","Columbus, GA","Seaports",0,4085.4
"","Cedar Rapids, IA","Seaports",0,4776.87
"","Des Moines, IA","Seaports",0,5610.75
"","Boise, ID","Seaports",0,3181.05
"","Nampa, ID","Seaports",0,2413.8
"","Aurora, IL","Seaports",0,4772.94
"","Chicago, IL","Seaports",0,9024.8
"","Ft. Wayne, IN","Seaports",0,2847.79
"","Gary, IN","Seaports",0,4097.31
"","Indianapolis, IN","Seaports",0,5520.64
"","Kansas City, KS","Seaports",0,7614.7
"","Topeka, KS","Seaports",0,4782.84
"","Wichita, KS","Seaports",0,4326.96
"","Lexington, KY","Seaports",0,3627.71
"","Louisville, KY","Seaports",0.0446744623196543,4096.3
"","Baton Rouge, LA","Seaports",0.108574679659361,4411.71
"","New Orleans, LA","Seaports",0.355434419846479,5393.4
"","Shreveport, LA","Seaports",0.644168281837875,5438.02
"","Boston, MA","Seaports",0,7001.54
"","Springfield, MA","Seaports",0,5639.63
"","Worcester, MA","Seaports",0,5144.99
"","Baltimore, MD","Seaports",0,7341.62
"","Frederick, MD","Seaports",0,7286.6
"","Lewiston, ME","Seaports",0,4565.94
"","Portland, ME","Seaports",0.0636494300089766,5781.67
"","Detroit, MI","Seaports",0.0105394464047494,6926.36
"","Flint, MI","Seaports",0,8697.07
"","Grand Rapids, MI","Seaports",0,5030.65
"","Warren, MI","Seaports",0.0161704766967925,4514.4
"","Minneapolis, MN","Seaports",0,8581.12
"","St. Paul, MN","Seaports",2.36002247506672,7119
"","Kansas City, MO","Seaports",0,6564.27
"","St. Louis, MO","Seaports",0.0339139572652294,6280.6
"","Gulfport, MS","Seaports",0,10776
"","Jackson, MS","Seaports",0,3647.59
"","Billings, MT","Seaports",0,3880.18
"","Missoula, MT","Seaports",0,3876.79
"","Charlotte, NC","Seaports",0,8163.96
"","Durham, NC","Seaports",0,3871.16
"","Greensboro, NC","Seaports",0,4321.5
"","Raleigh, NC","Seaports",0,4531.44
"","Bismarck, ND","Seaports",0,5080.89
"","Fargo, ND","Seaports",0,6022.56
"","Lincoln, NE","Seaports",0,4207.05
"","Omaha, NE","Seaports",0,6315.41
"","Manchester, NH","Seaports",0,4210.3
"","Nashua, NH","Seaports",0,3739.94
"","Albuquerque, NM","Seaports",0,3750.4
"","Las Cruces, NM","Seaports",0,3624.34
"","Las Vegas, NV","Seaports",0,5534.99
"","Reno, NV","Seaports",0,5113.63
"","Buffalo, NY","Seaports",0,8041.21
"","New York, NY","Seaports",0.0958551760834612,15617.31
"","Rochester, NY","Seaports",0,9338.01
"","Syracuse, NY","Seaports",0,7978.33
"","Yonkers, NY","Seaports",0.139566128864129,10360.68
"","Akron, OH","Seaports",0,5690.64
"","Cincinnati, OH","Seaports",0.000134522331379621,7433.71
"","Cleveland, OH","Seaports",0.0941082343065502,9149.04
"","Columbus, OH","Seaports",0.191099204430972,6640.53
"","Dayton, OH","Seaports",0,5923.53
"","Toledo, OH","Seaports",0.0149281516840711,5693.94
"","Oklahoma, OK","Seaports",0,3703.08
"","Tulsa, OK","Seaports",0.142854146615429,4291.09
"","Eugene, OR","Seaports",0.0841919299964805,5796.28
"","Portland, OR","Seaports",0.922847796601154,6768.18
"","Salem, OR","Seaports",0,4408.25
"","Philadelphia, PA","Seaports",0,8342.49
"","Pittsburgh, PA","Seaports",0,8347.7
"","Providence, RI","Seaports",0,5871.57
"","Warwick, RI","Seaports",0,4889.3
"","Charleston, SC","Seaports",0,4999.62
"","Columbia, SC","Seaports",0,5953.9
"","Rapid City, SD","Seaports",0,3448.56
"","Sioux Falls, SD","Seaports",0,4216.62
"","Chattanooga, TN","Seaports",0,11319.27
"","Knoxville, TN","Seaports",0,8398.52
"","Memphis, TN","Seaports",0.0222870788007429,7538
"","Nashville, TN","Seaports",0,7199.62
"","Arlington, TX","Seaports",0.00215181484063659,4647.24
"","Austin, TX","Seaports",0,7647.31
"","Corpus Christi, TX","Seaports",4.27863875351316,4789.14
"","Dallas, TX","Seaports",0.00149983051915134,6667.42
"","El Paso, TX","Seaports",0,5122.19
"","Ft. Worth, TX","Seaports",0.00193133710330336,5177.76
"","Garland, TX","Seaports",0.00156017679923489,6409.53
"","Houston, TX","Seaports",1.00803751404997,5898.59
"","Lubbock, TX","Seaports",0,7027.45
"","San Antonio, TX","Seaports",0.00467247374919294,7062.64
"","Provo, UT","Seaports",0,4775.53
"","Salt Lake City, UT","Seaports",0,7204.92
"","Chesapeake, VA","Seaports",0.00170584422230562,4689.76
"","Norfolk, VA","Seaports",0,6366.17
"","Richmond, VA","Seaports",0,6898.7
"","Virginia Beach, VA","Seaports",0,4740.82
"","Burlington, VT","Seaports",0,7522.58
"","Rutland, VT","Seaports",0,5704.23
"","Seattle, WA","Seaports",0.844287710259003,9533.48
"","Spokane, WA","Seaports",0,5738.29
"","Tacoma, WA","Seaports",0.824212114044169,9765.69
"","Madison, WI","Seaports",0,4832.57
"","Milwaukee, WI","Seaports",0.107237379014728,6555.55
"","Charleston, WV","Seaports",0,5954.85
"","Huntington, WV","Seaports",0.000987842132948733,4049.23
"","Casper, WY","Seaports",0,6026.97
"","Cheyenne, WY","Seaports",0,8714.09
"","Anchorage, AK","Police",7.29286637581485,6103.91
"","Fairbanks, AK","Police",4.153895063913,5001.33
"","Birmingham, AL","Police",7.87772329891539,6683.53
"","Mobile, AL","Police",7.17965689152691,4683.65
"","Montgomery, AL","Police",5.20480140890763,5394.25
"","Ft. Smith, AR","Police",4.43093055300778,4688.18
"","Little Rock, AR","Police",7.73759075979987,5014.61
"","Mesa, AZ","Police",8.96933237787038,4381.82
"","Phoenix, AZ","Police",6.52677698136565,4733.73
"","Tucson, AZ","Police",13.2614321623596,4037.95
"","Anaheim, CA","Police",7.00709844720623,7400.21
"","Bakersfield, CA","Police",5.8250751392729,6314.94
"","Fremont, CA","Police",5.00650508360237,7471.08
"","Fresno, CA","Police",6.18614702536443,7269.63
"","Huntington Beach, CA","Police",9.79142273190486,5269.51
"","Long Beach, CA","Police",7.47328738046414,9445.91
"","Los Angeles, CA","Police",7.52039125693083,10031.26
"","Modesto, CA","Police",4.94060991675003,7317.72
"","Oakland, CA","Police",6.24257566981075,11566.7
"","Riverside, CA","Police",5.95512951651713,8212.08
"","Sacramento, CA","Police",6.41903364107286,7862.71
"","San Diego, CA","Police",4.77839587631872,6857.95
"","San Francisco, CA","Police",3.37341328757895,17828.53
"","San Jose, CA","Police",4.1402773676547,7856.72
"","Santa Ana, CA","Police",8.06980782189955,6099.03
"","Stockton, CA","Police",8.23786758452992,5938.43
"","Aurora, CO","Police",6.92571155480034,5272.96
"","Colorado Springs, CO","Police",5.99029547608806,5137.81
"","Denver, CO","Police",3.50198884105042,9701.63
"","Bridgeport, CT","Police",12.0512754947117,6257.18
"","Hartford, CT","Police",5.26022621373461,8455.72
"","New Haven, CT","Police",3.96757801898744,7995.81
"","Washington, DC","Police",4.34039549684144,21251.75
"","Dover, DE","Police",9.39876601402832,5685.64
"","Wilmington, DE","Police",13.732787447373,7757.42
"","Ft. Lauderdale, FL","Police",10.2304490247677,7824.29
"","Hialeah, FL","Police",7.417102096712,6017.04
"","Jacksonville, FL","Police",6.89770680774723,5791.49
"","Miami, FL","Police",11.0126206581879,6772.23
"","Orlando, FL","Police",9.22322804563762,7721.7
"","St. Petersburg, FL","Police",12.0438575259339,5246.99
